ID,Name,Credit,Category
43878,Kim,2158,Travel
43879,Jack,650,Entertainment
43880,Han,8463,Luxury
43881,Han,8288,Travel
43882,Jerry,367,Bills
43883,Tom,4920,Grocery
43884,Park,694,Entertainment
43885,Kang,9181,Bills
43886,Kim,6955,Bills
43887,Jane,7300,Entertainment
43888,Kang,2377,Grocery
43889,Jack,4223,Bills
43890,Smith,710,Travel
43891,Kim,7605,Grocery
43892,Sarah,7881,Luxury
43893,Jack,3048,Grocery
43894,Jack,6554,Entertainment
43895,Tom,5050,Luxury
43896,Kang,694,Bills
43897,Jerry,8554,Grocery
43898,Choi,16,Entertainment
43899,Choi,5837,Travel
43900,Jane,1011,Entertainment
43901,Kim,6018,Entertainment
43902,David,5243,Grocery
43903,Smith,9608,Travel
43904,Smith,4149,Bills
43905,Choi,4824,Travel
43906,Jerry,2355,Luxury
43907,Jane,1899,Luxury
43908,Jane,7939,Bills
43909,Jack,5375,Travel
43910,Kang,9512,Entertainment
43911,Han,367,Travel
43912,John,4933,Grocery
43913,Han,4483,Entertainment
43914,Jung,4257,Entertainment
43915,Han,9293,Entertainment
43916,John,9427,Entertainment
43917,Kang,5887,Grocery
43918,Sarah,7109,Entertainment
43919,Smith,4767,Grocery
43920,Doe,3954,Travel
43921,David,837,Entertainment
43922,Sarah,2325,Bills
43923,Kim,3584,Entertainment
43924,Doe,4796,Travel
43925,Han,4658,Luxury
43926,Jung,87,Grocery
43927,Jung,1196,Travel
43928,Han,7858,Travel
43929,Jerry,2999,Grocery
43930,Jack,5895,Grocery
43931,Tom,3156,Entertainment
43932,Tom,1172,Entertainment
43933,Jung,7819,Luxury
43934,Han,900,Entertainment
43935,Doe,764,Travel
43936,Han,9400,Entertainment
43937,Jerry,1548,Luxury
43938,Tom,5738,Grocery
43939,Park,7467,Luxury
43940,Jane,472,Grocery
43941,John,1953,Grocery
43942,Jack,2005,Luxury
43943,Jerry,7721,Travel
43944,Jung,4344,Grocery
43945,Smith,8696,Grocery
43946,Jung,4831,Bills
43947,David,433,Entertainment
43948,Jack,8395,Travel
43949,Tom,4452,Luxury
43950,David,440,Grocery
43951,Han,5132,Bills
43952,John,6486,Grocery
43953,Smith,6900,Grocery
43954,Han,2148,Travel
43955,Jane,2152,Bills
43956,Smith,1445,Entertainment
43957,John,8728,Luxury
43958,Han,8321,Luxury
43959,Choi,8927,Bills
43960,Kang,2852,Grocery
43961,Jane,3467,Travel
43962,Jerry,3639,Travel
43963,Brown,5977,Luxury
43964,Jerry,4458,Bills
43965,Tom,9155,Entertainment
43966,Choi,1478,Entertainment
43967,John,3250,Entertainment
43968,Jerry,6507,Travel
43969,Brown,412,Travel
43970,Jung,9768,Luxury
43971,Jack,4643,Luxury
43972,Jane,4043,Luxury
43973,Jerry,434,Bills
43974,Park,4756,Entertainment
43975,John,1455,Bills
43976,Choi,2594,Luxury
43977,Jane,1704,Luxury
43978,Choi,2954,Bills
43979,Tom,2436,Entertainment
43980,Tom,3346,Luxury
43981,Jerry,954,Luxury
43982,John,1093,Bills
43983,David,6230,Travel
43984,Choi,7895,Grocery
43985,Smith,6626,Travel
43986,Sarah,433,Grocery
43987,John,631,Luxury
43988,Doe,7543,Grocery
43989,Smith,9093,Entertainment
43990,Kang,5287,Entertainment
43991,Sarah,2697,Entertainment
43992,Smith,4529,Luxury
43993,Tom,3010,Bills
43994,David,2022,Grocery
43995,Jerry,4250,Bills
43996,Jack,3458,Travel
43997,Jung,9862,Entertainment
43998,Han,1731,Entertainment
43999,Brown,6113,Bills
44000,John,6607,Entertainment
44001,Doe,8334,Entertainment
44002,Doe,9838,Bills
44003,Jane,2875,Luxury
44004,Brown,1838,Grocery
44005,John,671,Bills
44006,Sarah,208,Grocery
44007,Smith,3717,Entertainment
44008,Park,9787,Travel
44009,Park,5596,Luxury
44010,Smith,4719,Luxury
44011,Han,11,Grocery
44012,Kang,220,Luxury
44013,Choi,8987,Travel
44014,Doe,7446,Travel
44015,John,6474,Grocery
44016,Jack,7670,Luxury
44017,Jerry,6520,Luxury
44018,Park,7237,Travel
44019,Jack,8982,Luxury
44020,Jack,5915,Bills
44021,Sarah,710,Luxury
44022,Han,5462,Luxury
44023,David,8250,Bills
44024,Choi,1929,Entertainment
44025,Kang,1227,Entertainment
44026,Han,9968,Entertainment
44027,Han,2592,Entertainment
44028,Doe,9553,Grocery
44029,John,4145,Grocery
44030,Kim,6241,Luxury
44031,Kim,3621,Bills
44032,Kang,5013,Entertainment
44033,Jane,8221,Travel
44034,Choi,6575,Entertainment
44035,Doe,3476,Entertainment
44036,David,2261,Travel
44037,Jack,2951,Luxury
44038,Brown,303,Grocery
44039,Jack,6873,Luxury
44040,Han,4927,Bills
44041,Sarah,435,Entertainment
44042,Jerry,7912,Luxury
44043,Jung,6334,Bills
44044,Doe,771,Grocery
44045,John,2614,Travel
44046,Jerry,8454,Travel
44047,Brown,7084,Travel
44048,Sarah,391,Bills
44049,Kim,433,Grocery
44050,Kang,6236,Travel
44051,Choi,9424,Travel
44052,Kim,9411,Travel
44053,Doe,5291,Luxury
44054,Smith,5682,Entertainment
44055,David,8404,Grocery
44056,Tom,9621,Grocery
44057,Sarah,9645,Grocery
44058,Brown,3105,Luxury
44059,Tom,3705,Bills
44060,Doe,9179,Entertainment
44061,Choi,4963,Luxury
44062,Choi,462,Luxury
44063,Kim,4664,Grocery
44064,Kang,610,Luxury
44065,Kim,5695,Entertainment
44066,Sarah,6919,Luxury
44067,Kim,9085,Entertainment
44068,Park,1233,Grocery
44069,Kim,2454,Grocery
44070,Jane,292,Luxury
44071,Sarah,5335,Entertainment
44072,Kim,9301,Entertainment
44073,David,5025,Luxury
44074,Kang,1524,Grocery
44075,John,205,Grocery
44076,Kim,300,Entertainment
44077,Kang,6002,Entertainment
44078,Jerry,8956,Entertainment
44079,Kim,1443,Luxury
44080,Smith,9381,Luxury
44081,Han,7490,Entertainment
44082,Smith,9,Travel
44083,Doe,2315,Luxury
44084,Jerry,9177,Entertainment
44085,John,5547,Travel
44086,Jack,7134,Entertainment
44087,Jane,3299,Bills
44088,Jack,3015,Grocery
44089,Jerry,2292,Bills
44090,Jerry,8047,Grocery
44091,Park,3465,Entertainment
44092,Doe,3423,Entertainment
44093,Jane,1084,Luxury
44094,Jack,4522,Luxury
44095,Kim,5,Bills
44096,Smith,7393,Grocery
44097,David,1131,Travel
44098,Jerry,1503,Luxury
44099,Tom,8737,Luxury
44100,Doe,76,Travel
44101,Jack,4253,Bills
44102,Smith,6606,Grocery
44103,Brown,5666,Luxury
44104,Park,1200,Bills
44105,Doe,2772,Bills
44106,Brown,6035,Luxury
44107,David,2780,Travel
44108,Jane,3687,Bills
44109,Choi,1880,Entertainment
44110,Tom,8159,Bills
44111,Han,9793,Bills
44112,Jung,6899,Travel
44113,Jack,7073,Travel
44114,Doe,8128,Luxury
44115,Kim,8110,Entertainment
44116,Tom,9224,Entertainment
44117,Han,2174,Grocery
44118,David,1318,Grocery
44119,Doe,7819,Grocery
44120,Jerry,1924,Travel
44121,Jerry,4739,Grocery
44122,Jerry,908,Entertainment
44123,Doe,9016,Entertainment
44124,Tom,1854,Bills
44125,Jung,9259,Bills
44126,Han,96,Travel
44127,Han,1595,Grocery
44128,Park,7014,Entertainment
44129,Kang,6171,Bills
44130,Jane,1066,Entertainment
44131,Doe,2975,Bills
44132,Kim,9170,Entertainment
44133,Smith,25,Entertainment
44134,Kim,3187,Entertainment
44135,Jane,3930,Travel
44136,Smith,4464,Bills
44137,Sarah,6643,Bills
44138,Jerry,7479,Luxury
44139,David,9617,Luxury
44140,Jack,6654,Entertainment
44141,Choi,2878,Travel
44142,Choi,3366,Entertainment
44143,Park,1549,Bills
44144,Sarah,2227,Bills
44145,Jack,2504,Travel
44146,Jerry,7275,Grocery
44147,Choi,3116,Bills
44148,Sarah,9564,Travel
44149,Han,2523,Entertainment
44150,Jung,5622,Bills
44151,Choi,4133,Entertainment
44152,Jack,557,Entertainment
44153,Sarah,8284,Grocery
44154,David,1847,Grocery
44155,David,874,Travel
44156,Tom,8047,Travel
44157,Han,2694,Luxury
44158,Tom,1083,Bills
44159,Choi,9689,Luxury
44160,John,7641,Entertainment
44161,Jack,193,Travel
44162,Jack,6999,Entertainment
44163,Kim,6787,Bills
44164,Jack,4781,Luxury
44165,Jerry,1075,Luxury
44166,Kim,8744,Entertainment
44167,Han,3131,Travel
44168,Tom,8746,Luxury
44169,Jane,6334,Travel
44170,Park,9315,Luxury
44171,Jack,2241,Grocery
44172,Kim,1272,Travel
44173,Han,6438,Entertainment
44174,Jung,5504,Grocery
44175,Jane,8295,Luxury
44176,Kang,1818,Travel
44177,Brown,4014,Entertainment
44178,Kim,3241,Grocery
44179,Kang,5027,Bills
44180,Tom,3779,Travel
44181,Jerry,31,Entertainment
44182,Tom,247,Grocery
44183,Jane,9148,Grocery
44184,John,3381,Entertainment
44185,Brown,1323,Travel
44186,Sarah,3504,Luxury
44187,John,5198,Grocery
44188,Jung,272,Grocery
44189,Choi,1491,Luxury
44190,Han,9210,Entertainment
44191,Kim,591,Grocery
44192,Kim,4616,Luxury
44193,Smith,3563,Travel
44194,Han,6518,Travel
44195,Sarah,2295,Luxury
44196,Tom,8653,Luxury
44197,Brown,2088,Bills
44198,Park,9443,Grocery
44199,Sarah,2031,Bills
44200,Sarah,9164,Grocery
44201,Han,2660,Grocery
44202,Sarah,1822,Entertainment
44203,Choi,4968,Entertainment
44204,Kim,6605,Luxury
44205,Smith,1573,Entertainment
44206,Brown,9332,Luxury
44207,John,1933,Luxury
44208,Kim,1114,Luxury
44209,John,7679,Entertainment
44210,Brown,3023,Bills
44211,Brown,3394,Grocery
44212,Kang,6723,Entertainment
44213,Jung,8603,Grocery
44214,Kim,304,Bills
44215,Choi,3004,Bills
44216,John,4961,Grocery
44217,Sarah,9710,Bills
44218,Kang,5726,Grocery
44219,Jerry,3233,Luxury
44220,Sarah,5754,Entertainment
44221,Jerry,3150,Grocery
44222,Brown,8076,Entertainment
44223,Choi,332,Entertainment
44224,Park,2893,Travel
44225,Sarah,4002,Entertainment
44226,Jung,3896,Entertainment
44227,Kang,4572,Grocery
44228,Jung,2560,Luxury
44229,Jane,1704,Entertainment
44230,Tom,164,Grocery
44231,Tom,8632,Entertainment
44232,Tom,2963,Entertainment
44233,John,5600,Luxury
44234,Tom,3626,Grocery
44235,Kang,6175,Bills
44236,Han,9852,Travel
44237,Brown,4552,Entertainment
44238,John,3535,Luxury
44239,Kang,617,Bills
44240,Sarah,5304,Entertainment
44241,Kang,6904,Entertainment
44242,Doe,2227,Luxury
44243,Brown,2582,Grocery
44244,Kim,1360,Travel
44245,Park,6416,Travel
44246,Park,4188,Luxury
44247,Kim,3582,Entertainment
44248,Jung,2607,Bills
44249,Tom,1070,Travel
44250,Jane,3246,Luxury
44251,Park,9525,Grocery
44252,Han,6302,Bills
44253,Kim,4444,Travel
44254,Smith,2933,Luxury
44255,Jerry,6761,Bills
44256,Brown,4104,Luxury
44257,Park,7374,Grocery
44258,Doe,5219,Travel
44259,Han,8253,Grocery
44260,Kang,2366,Grocery
44261,John,1338,Travel
44262,Kang,1144,Grocery
44263,Kang,9029,Luxury
44264,Jane,4973,Luxury
44265,Sarah,2828,Luxury
44266,Brown,1765,Travel
44267,Kim,3088,Luxury
44268,Brown,274,Travel
44269,Jerry,8352,Bills
44270,Kim,8725,Luxury
44271,Doe,9595,Entertainment
44272,Jerry,7424,Entertainment
44273,Jack,7748,Travel
44274,Sarah,264,Bills
44275,Choi,4205,Bills
44276,Jerry,7766,Luxury
44277,Doe,8286,Bills
44278,Tom,5458,Travel
44279,Sarah,3272,Grocery
44280,Tom,135,Grocery
44281,Park,9468,Travel
44282,Park,3696,Grocery
44283,Smith,8991,Bills
44284,John,5853,Grocery
44285,Jerry,1522,Travel
44286,Sarah,4901,Bills
44287,John,7702,Grocery
44288,Kim,7246,Travel
44289,David,2256,Bills
44290,Jung,4366,Bills
44291,Doe,6440,Entertainment
44292,Kim,3009,Luxury
44293,Jung,5679,Travel
44294,Choi,9729,Entertainment
44295,Jane,7168,Entertainment
44296,Park,5141,Luxury
44297,Han,5011,Luxury
44298,Smith,1013,Luxury
44299,Kang,5615,Luxury
44300,Jung,5482,Grocery
44301,Han,3548,Travel
44302,Park,7780,Luxury
44303,Choi,5834,Bills
44304,Kang,2362,Luxury
44305,Tom,8560,Luxury
44306,Han,1458,Grocery
44307,Smith,1175,Travel
44308,Smith,4057,Entertainment
44309,Han,8846,Travel
44310,Kim,574,Travel
44311,Kang,8094,Travel
44312,Jung,2946,Luxury
44313,Han,5032,Bills
44314,Tom,5470,Grocery
44315,Park,9649,Bills
44316,Jane,5568,Travel
44317,Jane,7371,Bills
44318,Jerry,2174,Entertainment
44319,Kim,1750,Bills
44320,Kim,4827,Grocery
44321,Smith,1133,Grocery
44322,Jung,9056,Travel
44323,Jung,8236,Luxury
44324,Choi,9689,Grocery
44325,Smith,8532,Grocery
44326,Jung,5099,Travel
44327,Smith,8435,Bills
44328,David,2277,Bills
44329,Han,9754,Entertainment
44330,Kim,1255,Entertainment
44331,Smith,8091,Entertainment
44332,Jerry,6835,Luxury
44333,Kang,7426,Grocery
44334,Jerry,1785,Bills
44335,Jack,4493,Entertainment
44336,Han,3511,Bills
44337,Tom,9557,Grocery
44338,Jack,6977,Travel
44339,Jung,3994,Luxury
44340,John,3471,Grocery
44341,Kang,9727,Entertainment
44342,Kang,7803,Entertainment
44343,Choi,6782,Grocery
44344,Jerry,5515,Entertainment
44345,Smith,5491,Grocery
44346,Jack,4941,Entertainment
44347,Jane,4159,Luxury
44348,David,1367,Entertainment
44349,Choi,5769,Entertainment
44350,Jerry,8475,Travel
44351,Han,7833,Entertainment
44352,Brown,8587,Entertainment
44353,Doe,9378,Grocery
44354,Jane,3905,Entertainment
44355,Kang,4784,Entertainment
44356,Doe,3108,Grocery
44357,Tom,9032,Luxury
44358,Kim,4273,Travel
44359,David,1388,Travel
44360,Park,1867,Grocery
44361,Doe,3224,Luxury
44362,Kim,7385,Luxury
44363,Jerry,7238,Travel
44364,David,2010,Luxury
44365,Brown,9197,Grocery
44366,Jerry,3651,Travel
44367,Jung,5608,Travel
44368,Choi,2237,Bills
44369,Choi,7738,Grocery
44370,Tom,3233,Travel
44371,Jung,4823,Luxury
44372,Brown,3602,Entertainment
44373,Brown,4973,Grocery
44374,David,4524,Travel
44375,Doe,4486,Travel
44376,Jack,9668,Luxury
44377,Smith,8523,Grocery
44378,Smith,6866,Bills
44379,Tom,1914,Entertainment
44380,Jane,6371,Bills
44381,David,7003,Grocery
44382,Jane,8565,Grocery
44383,Sarah,3427,Bills
44384,Tom,5445,Travel
44385,Smith,4496,Entertainment
44386,Kim,6702,Entertainment
44387,Jane,5930,Travel
44388,Jerry,4696,Entertainment
44389,Jung,142,Grocery
44390,Choi,1527,Entertainment
44391,Sarah,9247,Travel
44392,Jane,670,Grocery
44393,Park,530,Bills
44394,David,516,Luxury
44395,Park,4979,Entertainment
44396,Park,5507,Entertainment
44397,Sarah,5875,Travel
44398,Jerry,617,Travel
44399,Han,5126,Travel
44400,Park,7639,Entertainment
44401,Park,4338,Luxury
44402,Jack,7134,Grocery
44403,Doe,8148,Grocery
44404,Sarah,8064,Grocery
44405,Han,2360,Luxury
44406,Park,2316,Bills
44407,Doe,3518,Bills
44408,Jerry,8107,Luxury
44409,John,4851,Travel
44410,John,3545,Luxury
44411,Smith,6358,Luxury
44412,Kim,4740,Bills
44413,Park,1751,Grocery
44414,Brown,7240,Travel
44415,Jung,9257,Grocery
44416,Jung,955,Luxury
44417,Jack,89,Grocery
44418,Sarah,5547,Luxury
44419,Smith,769,Grocery
44420,Kim,4876,Entertainment
44421,Kim,4113,Travel
44422,Kim,1387,Entertainment
44423,Park,8276,Grocery
44424,Han,3431,Entertainment
44425,John,9310,Luxury
44426,Kim,3258,Bills
44427,John,2721,Grocery
44428,Smith,8429,Travel
44429,Jane,1157,Luxury
44430,Kim,8992,Bills
44431,Choi,1947,Travel
44432,Park,2140,Luxury
44433,Jane,2104,Luxury
44434,Kim,6619,Bills
44435,Han,5999,Luxury
44436,Doe,5525,Grocery
44437,Sarah,2667,Travel
44438,Sarah,9739,Luxury
44439,Tom,9230,Bills
44440,Tom,7015,Bills
44441,Han,592,Entertainment
44442,Park,7936,Bills
44443,Jung,8091,Bills
44444,Kim,6701,Travel
44445,Tom,9351,Grocery
44446,Doe,181,Entertainment
44447,Jung,9206,Grocery
44448,Jung,195,Bills
44449,Brown,8934,Grocery
44450,Kim,6919,Luxury
44451,Smith,9910,Entertainment
44452,David,1720,Entertainment
44453,Jane,7538,Entertainment
44454,Park,6393,Grocery
44455,Kang,7279,Luxury
44456,John,4589,Grocery
44457,Brown,2841,Bills
44458,Doe,2783,Travel
44459,Kim,7453,Grocery
44460,Doe,7973,Entertainment
44461,Smith,8578,Travel
44462,Smith,2674,Bills
44463,David,5926,Entertainment
44464,Brown,8726,Bills
44465,David,8730,Travel
44466,Choi,8091,Grocery
44467,Kim,9094,Grocery
44468,David,4981,Travel
44469,Jane,1387,Grocery
44470,Doe,1936,Travel
44471,Smith,1764,Grocery
44472,Jung,630,Luxury
44473,Choi,9891,Luxury
44474,Kim,5293,Entertainment
44475,David,621,Grocery
44476,Park,5770,Entertainment
44477,Sarah,5364,Grocery
44478,Sarah,7870,Bills
44479,Kim,2047,Entertainment
44480,Jung,8309,Grocery
44481,Choi,939,Grocery
44482,Kang,2077,Grocery
44483,Sarah,393,Entertainment
44484,John,8788,Luxury
44485,Smith,4165,Travel
44486,John,3682,Entertainment
44487,Han,733,Grocery
44488,Park,8943,Travel
44489,Jane,4029,Entertainment
44490,Brown,7687,Bills
44491,Jerry,3484,Travel
44492,Jerry,2939,Luxury
44493,Park,8209,Entertainment
44494,Kang,3794,Travel
44495,Sarah,8408,Bills
44496,Choi,9844,Bills
44497,Kim,9280,Luxury
44498,Doe,8748,Grocery
44499,David,3783,Luxury
44500,Kang,2286,Luxury
44501,Choi,2129,Grocery
44502,Sarah,2154,Grocery
44503,Sarah,2481,Entertainment
44504,Sarah,7371,Luxury
44505,Jung,534,Luxury
44506,Jung,8884,Luxury
44507,Sarah,2125,Luxury
44508,Kim,3933,Travel
44509,Han,6939,Travel
44510,Park,641,Entertainment
44511,Sarah,2432,Luxury
44512,John,1921,Bills
44513,Jane,1554,Luxury
44514,Kim,5831,Entertainment
44515,Tom,4739,Entertainment
44516,Brown,7061,Travel
44517,Tom,4406,Travel
44518,John,5068,Luxury
44519,Han,5979,Grocery
44520,Doe,3321,Bills
44521,Jung,740,Grocery
44522,Kang,1570,Luxury
44523,Choi,3039,Travel
44524,Jung,9828,Grocery
44525,Park,2323,Grocery
44526,Kang,8109,Entertainment
44527,Kang,4397,Grocery
44528,Kang,9339,Luxury
44529,Jane,288,Entertainment
44530,Jane,6337,Grocery
44531,Jerry,4031,Grocery
44532,Han,30,Bills
44533,Sarah,3116,Travel
44534,Brown,4319,Luxury
44535,Han,8430,Grocery
44536,Choi,1535,Bills
44537,Brown,2672,Grocery
44538,Kang,1060,Travel
44539,Jack,7537,Bills
44540,Doe,3590,Travel
44541,Park,5658,Bills
44542,Kim,219,Bills
44543,Jack,583,Luxury
44544,Jack,5511,Grocery
44545,Jerry,2649,Entertainment
44546,Choi,7220,Luxury
44547,Park,4408,Travel
44548,Choi,7411,Bills
44549,Jane,4946,Entertainment
44550,David,7015,Bills
44551,Jung,2076,Entertainment
44552,Brown,273,Bills
44553,Kang,5258,Luxury
44554,Choi,9851,Luxury
44555,Choi,1864,Luxury
44556,David,8604,Bills
44557,Park,583,Grocery
44558,Brown,1994,Luxury
44559,Doe,8529,Entertainment
44560,Smith,867,Luxury
44561,Jung,7669,Grocery
44562,David,8379,Luxury
44563,Jane,8469,Luxury
44564,Kang,3180,Travel
44565,Sarah,2654,Bills
44566,Sarah,1290,Bills
44567,Choi,7458,Luxury
44568,Choi,8777,Travel
44569,Tom,9616,Entertainment
44570,Jung,6833,Bills
44571,Jung,7409,Luxury
44572,Choi,8074,Luxury
44573,Sarah,7490,Grocery
44574,Jung,2380,Entertainment
44575,Choi,3238,Entertainment
44576,Jung,681,Luxury
44577,Brown,7306,Bills
44578,Jane,1253,Luxury
44579,Jane,932,Travel
44580,Doe,5769,Luxury
44581,Jane,954,Grocery
44582,Jung,8345,Travel
44583,Han,4386,Bills
44584,Jane,9927,Grocery
44585,Doe,7089,Entertainment
44586,Jane,4456,Luxury
44587,Jane,1633,Entertainment
44588,Park,7859,Travel
44589,Han,6542,Bills
44590,Jane,1726,Grocery
44591,Jung,5132,Travel
44592,Brown,3962,Bills
44593,David,206,Grocery
44594,Kim,8668,Grocery
44595,Jack,4902,Entertainment
44596,Jung,9119,Travel
44597,John,2296,Grocery
44598,Kang,7111,Entertainment
44599,John,8636,Travel
44600,Jane,4430,Bills
44601,Kang,6389,Entertainment
44602,Sarah,8337,Grocery
44603,Smith,3709,Luxury
44604,Brown,3567,Entertainment
44605,Kim,3843,Entertainment
44606,Brown,8634,Entertainment
44607,Jack,9629,Travel
44608,Choi,1197,Bills
44609,Kang,7416,Travel
44610,Park,594,Travel
44611,David,5582,Luxury
44612,David,3567,Luxury
44613,Jerry,7566,Luxury
44614,Kang,8043,Entertainment
44615,Han,4299,Entertainment
44616,Han,4040,Bills
44617,Tom,5815,Entertainment
44618,John,1106,Bills
44619,Jane,5839,Entertainment
44620,Jack,1392,Luxury
44621,Jung,6745,Luxury
44622,Choi,8310,Entertainment
44623,Smith,2208,Bills
44624,Doe,5717,Travel
44625,Jack,7875,Entertainment
44626,Han,258,Grocery
44627,Doe,286,Luxury
44628,Han,1967,Travel
44629,Jane,8667,Travel
44630,Tom,3449,Bills
44631,Smith,7547,Bills
44632,Jung,5412,Travel
44633,Smith,6243,Entertainment
44634,Kang,3378,Luxury
44635,Choi,7916,Bills
44636,Jerry,1709,Bills
44637,Kim,2469,Bills
44638,Doe,8563,Grocery
44639,Jung,4011,Entertainment
44640,Jung,1994,Bills
44641,Jung,6658,Grocery
44642,Han,8485,Luxury
44643,Jack,3359,Travel
44644,Jack,132,Entertainment
44645,Brown,7461,Travel
44646,Sarah,9715,Grocery
44647,David,8839,Bills
44648,Jerry,504,Travel
44649,Jung,1455,Luxury
44650,Brown,855,Grocery
44651,Kim,8691,Travel
44652,Sarah,8389,Grocery
44653,John,5882,Luxury
44654,Jack,729,Grocery
44655,Jane,2624,Entertainment
44656,Kim,4643,Bills
44657,Sarah,6266,Luxury
44658,Jack,9273,Bills
44659,Han,6866,Bills
44660,Jane,7437,Bills
44661,Jack,204,Luxury
44662,John,4410,Entertainment
44663,Park,2094,Travel
44664,Han,1975,Entertainment
44665,Kang,3735,Bills
44666,Jung,2722,Bills
44667,Smith,4388,Luxury
44668,John,7996,Entertainment
44669,Kim,4495,Bills
44670,Sarah,1654,Luxury
44671,Smith,4331,Luxury
44672,Sarah,1295,Grocery
44673,Tom,6505,Entertainment
44674,John,6461,Luxury
44675,Kang,8384,Entertainment
44676,Doe,7288,Bills
44677,Doe,6521,Grocery
44678,Tom,1464,Luxury
44679,Sarah,543,Grocery
44680,John,8685,Travel
44681,Sarah,71,Entertainment
44682,Jane,7389,Entertainment
44683,Kang,6169,Entertainment
44684,Sarah,2288,Grocery
44685,Jane,7340,Entertainment
44686,Kang,8472,Bills
44687,David,1763,Entertainment
44688,Tom,8938,Travel
44689,Brown,8617,Bills
44690,Choi,743,Bills
44691,Park,1709,Luxury
44692,Tom,4927,Entertainment
44693,Smith,271,Grocery
44694,David,8605,Grocery
44695,Kim,9146,Entertainment
44696,Kang,330,Grocery
44697,David,4052,Grocery
44698,Jane,7734,Entertainment
44699,Jack,2589,Bills
44700,Sarah,6265,Grocery
44701,Jerry,602,Grocery
44702,Jerry,2013,Luxury
44703,Kim,8508,Bills
44704,John,6075,Luxury
44705,Kang,7660,Travel
44706,Jung,4253,Travel
44707,Choi,9926,Luxury
44708,Jung,8031,Luxury
44709,Tom,5912,Luxury
44710,Park,9611,Bills
44711,David,4848,Travel
44712,Doe,947,Travel
44713,Smith,4681,Luxury
44714,Jerry,9649,Bills
44715,David,7658,Luxury
44716,Jerry,5234,Luxury
44717,Tom,3526,Travel
44718,Jane,407,Bills
44719,Jung,2652,Bills
44720,Jung,8218,Travel
44721,Sarah,4893,Luxury
44722,Kang,9400,Entertainment
44723,Kim,772,Entertainment
44724,Jane,8108,Grocery
44725,Brown,8257,Travel
44726,Han,1921,Travel
44727,Choi,3855,Travel
44728,Smith,9964,Entertainment
44729,Doe,6806,Entertainment
44730,Park,9164,Bills
44731,Han,5097,Bills
44732,Park,2302,Bills
44733,Sarah,6758,Grocery
44734,David,4815,Travel
44735,Choi,4757,Grocery
44736,Kim,8470,Luxury
44737,Kim,8181,Luxury
44738,Han,503,Travel
44739,Han,7639,Bills
44740,Kang,9567,Entertainment
44741,Tom,9111,Entertainment
44742,Jerry,9446,Entertainment
44743,Jack,5773,Grocery
44744,Choi,635,Bills
44745,David,994,Grocery
44746,Sarah,945,Grocery
44747,Jack,9197,Travel
44748,Tom,5121,Luxury
44749,John,1539,Travel
44750,Tom,1021,Travel
44751,Kang,361,Luxury
44752,Doe,3741,Travel
44753,Jerry,1280,Bills
44754,David,9476,Entertainment
44755,Brown,3265,Luxury
44756,Park,8508,Travel
44757,Jung,3604,Travel
44758,Smith,7649,Luxury
44759,Han,5523,Luxury
44760,Sarah,4786,Grocery
44761,Kang,819,Grocery
44762,Park,8226,Grocery
44763,Jerry,3377,Entertainment
44764,Smith,2567,Luxury
44765,Doe,3799,Grocery
44766,Jack,9661,Bills
44767,Brown,4699,Luxury
44768,Choi,548,Luxury
44769,Kim,1544,Grocery
44770,Tom,8787,Travel
44771,Tom,6315,Entertainment
44772,Choi,4139,Entertainment
44773,Kim,65,Bills
44774,John,8113,Travel
44775,Smith,2390,Luxury
44776,Doe,9977,Entertainment
44777,Han,1177,Grocery
44778,Park,9397,Grocery
44779,Brown,8775,Grocery
44780,Han,2379,Luxury
44781,Doe,9569,Travel
44782,Smith,2534,Entertainment
44783,John,7293,Luxury
44784,Smith,656,Grocery
44785,Jung,4418,Bills
44786,Jane,4963,Travel
44787,Smith,9873,Travel
44788,Choi,7039,Entertainment
44789,David,2795,Grocery
44790,Choi,5167,Travel
44791,Jack,6144,Entertainment
44792,Choi,8057,Travel
44793,Jerry,3379,Travel
44794,Kim,5001,Travel
44795,David,7292,Luxury
44796,Kang,5807,Bills
44797,John,8100,Grocery
44798,Smith,2310,Bills
44799,Kim,3857,Grocery
44800,Sarah,6491,Luxury
44801,Jerry,6510,Bills
44802,David,3081,Bills
44803,Jack,7739,Luxury
44804,Smith,9941,Grocery
44805,Jane,7239,Travel
44806,Choi,4648,Entertainment
44807,Brown,8426,Bills
44808,John,3000,Luxury
44809,Kang,5143,Entertainment
44810,Kang,5348,Grocery
44811,Choi,7397,Grocery
44812,Tom,2506,Travel
44813,Han,3619,Travel
44814,Sarah,6268,Grocery
44815,Jung,6836,Entertainment
44816,Choi,161,Entertainment
44817,Smith,4827,Luxury
44818,Park,1891,Bills
44819,Doe,9661,Entertainment
44820,John,3775,Grocery
44821,David,8041,Grocery
44822,Tom,8219,Travel
44823,Han,1844,Luxury
44824,Park,7413,Entertainment
44825,Jack,3194,Entertainment
44826,John,9192,Travel
44827,Kang,9553,Bills
44828,Jerry,9029,Travel
44829,Brown,5198,Bills
44830,Han,4069,Entertainment
44831,Jung,112,Grocery
44832,Doe,172,Bills
44833,Kang,1407,Travel
44834,Jane,8438,Luxury
44835,Smith,9044,Grocery
44836,John,5729,Grocery
44837,Sarah,6214,Bills
44838,Han,3583,Travel
44839,Jung,3358,Travel
44840,Jack,9963,Luxury
